count,date,year
248,2016-04-19,2016
296,2016-04-20,2016
321,2016-04-21,2016
283,2016-04-22,2016
210,2016-04-23,2016
220,2016-04-24,2016
293,2016-04-25,2016
262,2016-04-26,2016
293,2016-04-27,2016
290,2016-04-28,2016
271,2016-04-29,2016
214,2016-04-30,2016
223,2016-05-01,2016
282,2016-05-02,2016
250,2016-05-03,2016
307,2016-05-04,2016
281,2016-05-05,2016
274,2016-05-06,2016
240,2016-05-07,2016
227,2016-05-08,2016
283,2016-05-09,2016
264,2016-05-10,2016
289,2016-05-11,2016
243,2016-05-12,2016
272,2016-05-13,2016
211,2016-05-14,2016
217,2016-05-15,2016
238,2016-05-16,2016
241,2016-05-17,2016
271,2016-05-18,2016
296,2016-05-19,2016
282,2016-05-20,2016
268,2016-05-21,2016
261,2016-05-22,2016
261,2016-05-23,2016
287,2016-05-24,2016
300,2016-05-25,2016
263,2016-05-26,2016
280,2016-05-27,2016
205,2016-05-28,2016
192,2016-05-29,2016
235,2016-05-30,2016
313,2016-05-31,2016
291,2016-06-01,2016
290,2016-06-02,2016
329,2016-06-03,2016
238,2016-06-04,2016
234,2016-06-05,2016
250,2016-06-06,2016
246,2016-06-07,2016
285,2016-06-08,2016
283,2016-06-09,2016
286,2016-06-10,2016
239,2016-06-11,2016
191,2016-06-12,2016
263,2016-06-13,2016
281,2016-06-14,2016
306,2016-06-15,2016
286,2016-06-16,2016
254,2016-06-17,2016
217,2016-06-18,2016
217,2016-06-19,2016
257,2016-06-20,2016
249,2016-06-21,2016
241,2016-06-22,2016
275,2016-06-23,2016
219,2016-06-24,2016
216,2016-06-25,2016
223,2016-06-26,2016
256,2016-06-27,2016
239,2016-06-28,2016
283,2016-06-29,2016
267,2016-06-30,2016
233,2016-07-01,2016
208,2016-07-02,2016
207,2016-07-03,2016
213,2016-07-04,2016
277,2016-07-05,2016
266,2016-07-06,2016
268,2016-07-07,2016
220,2016-07-08,2016
198,2016-07-09,2016
204,2016-07-10,2016
251,2016-07-11,2016
234,2016-07-12,2016
292,2016-07-13,2016
286,2016-07-14,2016
250,2016-07-15,2016
214,2016-07-16,2016
180,2016-07-17,2016
265,2016-07-18,2016
258,2016-07-19,2016
272,2016-07-20,2016
268,2016-07-21,2016
282,2016-07-22,2016
196,2016-07-23,2016
195,2016-07-24,2016
258,2016-07-25,2016
265,2016-07-26,2016
302,2016-07-27,2016
266,2016-07-28,2016
274,2016-07-29,2016
248,2016-07-30,2016
212,2016-07-31,2016
280,2016-08-01,2016
258,2016-08-02,2016
264,2016-08-03,2016
271,2016-08-04,2016
248,2016-08-05,2016
205,2016-08-06,2016
222,2016-08-07,2016
302,2016-08-08,2016
239,2016-08-09,2016
266,2016-08-10,2016
292,2016-08-11,2016
270,2016-08-12,2016
228,2016-08-13,2016
195,2016-08-14,2016
271,2016-08-15,2016
263,2016-08-16,2016
293,2016-08-17,2016
284,2016-08-18,2016
276,2016-08-19,2016
214,2016-08-20,2016
240,2016-08-21,2016
288,2016-08-22,2016
280,2016-08-23,2016
314,2016-08-24,2016
262,2016-08-25,2016
271,2016-08-26,2016
231,2016-08-27,2016
224,2016-08-28,2016
291,2016-08-29,2016
277,2016-08-30,2016
266,2016-08-31,2016
278,2016-09-01,2016
292,2016-09-02,2016
244,2016-09-03,2016
203,2016-09-04,2016
210,2016-09-05,2016
331,2016-09-06,2016
300,2016-09-07,2016
308,2016-09-08,2016
301,2016-09-09,2016
244,2016-09-10,2016
219,2016-09-11,2016
283,2016-09-12,2016
276,2016-09-13,2016
281,2016-09-14,2016
256,2016-09-15,2016
268,2016-09-16,2016
218,2016-09-17,2016
212,2016-09-18,2016
319,2016-09-19,2016
296,2016-09-20,2016
297,2016-09-21,2016
270,2016-09-22,2016
301,2016-09-23,2016
260,2016-09-24,2016
214,2016-09-25,2016
264,2016-09-26,2016
292,2016-09-27,2016
257,2016-09-28,2016
298,2016-09-29,2016
271,2016-09-30,2016
227,2016-10-01,2016
191,2016-10-02,2016
326,2016-10-03,2016
264,2016-10-04,2016
248,2016-10-05,2016
271,2016-10-06,2016
281,2016-10-07,2016
226,2016-10-08,2016
236,2016-10-09,2016
313,2016-10-10,2016
252,2016-10-11,2016
237,2016-10-12,2016
254,2016-10-13,2016
280,2016-10-14,2016
212,2016-10-15,2016
225,2016-10-16,2016
313,2016-10-17,2016
276,2016-10-18,2016
297,2016-10-19,2016
292,2016-10-20,2016
301,2016-10-21,2016
232,2016-10-22,2016
216,2016-10-23,2016
285,2016-10-24,2016
295,2016-10-25,2016
299,2016-10-26,2016
295,2016-10-27,2016
260,2016-10-28,2016
241,2016-10-29,2016
233,2016-10-30,2016
245,2016-10-31,2016
290,2016-11-01,2016
281,2016-11-02,2016
268,2016-11-03,2016
279,2016-11-04,2016
194,2016-11-05,2016
205,2016-11-06,2016
257,2016-11-07,2016
255,2016-11-08,2016
258,2016-11-09,2016
263,2016-11-10,2016
225,2016-11-11,2016
185,2016-11-12,2016
183,2016-11-13,2016
272,2016-11-14,2016
260,2016-11-15,2016
246,2016-11-16,2016
276,2016-11-17,2016
244,2016-11-18,2016
205,2016-11-19,2016
184,2016-11-20,2016
266,2016-11-21,2016
233,2016-11-22,2016
222,2016-11-23,2016
126,2016-11-24,2016
218,2016-11-25,2016
197,2016-11-26,2016
160,2016-11-27,2016
235,2016-11-28,2016
242,2016-11-29,2016
279,2016-11-30,2016
287,2016-12-01,2016
240,2016-12-02,2016
203,2016-12-03,2016
189,2016-12-04,2016
266,2016-12-05,2016
229,2016-12-06,2016
198,2016-12-07,2016
267,2016-12-08,2016
262,2016-12-09,2016
223,2016-12-10,2016
211,2016-12-11,2016
260,2016-12-12,2016
260,2016-12-13,2016
235,2016-12-14,2016
239,2016-12-15,2016
246,2016-12-16,2016
163,2016-12-17,2016
161,2016-12-18,2016
260,2016-12-19,2016
243,2016-12-20,2016
258,2016-12-21,2016
250,2016-12-22,2016
232,2016-12-23,2016
196,2016-12-24,2016
103,2016-12-25,2016
174,2016-12-26,2016
213,2016-12-27,2016
216,2016-12-28,2016
250,2016-12-29,2016
247,2016-12-30,2016
217,2016-12-31,2016
